NAME,,LINK
Quercus coccifera,Eiche Kermes,http://www.blumeninschwaben.de/Hauptgruppen/quercus_leder.htm
Quercus ilex,Eiche Stein,http://www.blumeninschwaben.de/Hauptgruppen/quercus_leder.htm
Quercus palustris,Eiche Sumpf,http://www.blumeninschwaben.de/Hauptgruppen/quercus_spitz.htm
Quercus petraea,Eiche Trauben,http://www.blumeninschwaben.de/Hauptgruppen/quercus_stumpf.htm
Quercus pubescens,Eiche Flaum,http://www.blumeninschwaben.de/Hauptgruppen/quercus_stumpf.htm
Quercus robur,Eiche Stiel,http://www.blumeninschwaben.de/Hauptgruppen/quercus_stumpf.htm
Quercus rubra,Eiche Rot,http://www.blumeninschwaben.de/Hauptgruppen/quercus_spitz.htm
Radiola linoides,Zwergflachs,http://www.blumeninschwaben.de/Zweikeimblaettrige/Leingewaechse/radiola.htm
Ranunculus abstrusus,Hahnenfuß Gold Sonderbarer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/basalbucht_eng.htm
Ranunculus aconitifolius,Hahnenfuß Eisenhutblättriger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/landranunculus.htm
Ranunculus acris,Hahnenfuß Scharfer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/stangel_kahl.htm
Ranunculus alpestris,Hahnenfuß Alpen,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/landranunculus.htm
Ranunculus aquatilis,Hahnenfuß Wasser Gewöhnlicher,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/blatt_flach.htm
Ranunculus argoviensis,Hahnenfuß Gold Aargauer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/basalbucht_eng.htm
Ranunculus arvensis,Hahnenfuß Acker,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/kelch_anliegend.htm
Ranunculus auricomus agg.,Hahnenfuß Gold Artengruppe,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/kelch_anliegend.htm
Ranunculus breyninus,Hahnenfuß Gebirgs,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/montanus_agg.htm
Ranunculus bulbosus,Hahnenfuß Knolliger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/kelch_zuruck.htm
Ranunculus carinthiacus,Hahnenfuß Kärtner,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/montanus_agg.htm
Ranunculus cassubicifolius,Hahnenfuß Gold Langblättriger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/auricomus.htm
Ranunculus chrysoleptos,Hahnenfuß Gold Feinblättriger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/bluete_vollstaendig.htm
Ranunculus circinatus,Hahnenfuß Wasser Spreizender,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/tauch_kurz.htm
Ranunculus confervoides,Hahnenfuß Wasser Wurzelnder,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/trichophyllus.htm
Ranunculus danubius,Hahnenfuß Gold Donau,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/bluete_vollstaendig.htm
Ranunculus doerrii,Hahnenfuß Gold Dörr's,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/unvoll_abschnitte_breit.htm
Ranunculus flammula,Hahnenfuß Brennender,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/blatt_ungeteilt.htm
Ranunculus fluitans,Hahnenfuß Wasser Flutender,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/tauch_lang.htm
Ranunculus glacialis,Hahnenfuß Gletscher,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/landranunculus.htm
Ranunculus gramineus,Hahnenfuß Grasblättriger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/blatt_ungeteilt.htm
Ranunculus hederaceus,Hahnenfuß Wasser Efeublättriger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/blatt_flach.htm
Ranunculus hybridus,Hahnenfuß Nierenblättriger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/blatt_rund_ran.htm
Ranunculus illyricus,Hahnenfuß Illyrischer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/blatt_ungeteilt.htm
Ranunculus lanuginosus,Hahnenfuß Wolliger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/stangel_behaart.htm
Ranunculus lingua,Hahnenfuß Zungen,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/blatt_ungeteilt.htm
Ranunculus lucorum,Hahnenfuß Gold Hain,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/basalbucht_eng.htm
Ranunculus macrotis,Hahnenfuß Gold Großohr,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/basalbucht_eng.htm
Ranunculus megacarpus,Hahnenfuß Gold Großfrüchtiger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/unvoll_abschnitte_breit.htm
Ranunculus montanus,Hahnenfuß Berg,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/montanus_agg.htm
Ranunculus nemorosus,Hahnenfuß Hain,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/polyanthemos_agg.htm
Ranunculus ololeucos,Hahnenfuß Reinweißer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/blatt_tief.htm
Ranunculus opimus,Hahnenfuß Gold Stattlicher,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/basalbucht_eng.htm
Ranunculus palmularis,Hahnenfuß Gold Handblättriger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/bluete_vollstaendig.htm
Ranunculus parnassifolius,Hahnenfuß Herzblättriger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/landranunculus.htm
Ranunculus peltatus,Hahnenfuß Wasser Schild,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/blatt_flach.htm
Ranunculus penicillatus,Hahnenfuß Wasser Pinselblättriger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/penicillatus.htm
Ranunculus platanifolius,Hahnenfuß Platanenblättriger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/landranunculus.htm
Ranunculus polyanthemoides,Hahnenfuß Verschiedenschnäbliger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/polyanthemos_agg.htm
Ranunculus polyanthemopyllus,Hahnenfuß Schlitzblättrigen,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/polyanthemos_agg.htm
Ranunculus polyanthemos,Hahnenfuß Vielblütiger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/polyanthemos_agg.htm
Ranunculus repens,Hahnenfuß Kriechender,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/stangel_kahl.htm
Ranunculus reptans,Hahnenfuß Ufer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/blatt_ungeteilt.htm
Ranunculus rionii,Hahnenfuß Wasser Rion,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/tauch_kurz.htm
Ranunculus roessleri,Hahnenfuß Gold Rösslers,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/basalbucht_eng.htm
Ranunculus rostratulus,Hahnenfuß Gold Geschnäbelter,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/bluete_unvoll.htm
Ranunculus sardous,Hahnenfuß Sardischer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/kelch_zuruck.htm
Ranunculus sceleratus,Hahnenfuß Gift,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/blatt_gelappt.htm
Ranunculus serpens,Hahnenfuß Wurzelnden,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/polyanthemos_agg.htm
Ranunculus thora,Hahnenfuß Schildblatt,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/blatt_rund_ran.htm
Ranunculus transiens,Hahnenfuß Gold Wechselnder,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/bluete_vollstaendig.htm
Ranunculus trichophyllus,Hahnenfuß Wasser Haarblättriger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/trichophyllus.htm
Ranunculus tripartitus,Hahnenfuß Dreiteiliger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/blatt_tief.htm
Ranunculus villarsii,Hahnenfuß Grenier,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/montanus_agg.htm
Ranunculus walo- kochii,Hahnenfuß Gold Kochs,http://www.blumeninschwaben.de/Zweikeimblaettrige/Hahnenfuss/weit.htm
Raphanus raphanistrum,Hederich,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/rettich.htm
Raphanus sativus,Rettich,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/rettich.htm
Rapistrum perenne,Windsbock Ausdauernder,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/windsbock.htm
Rapistrum rugosum,Windsbock Runzliger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/windsbock.htm
Reseda alba,Resede Weiße,http://www.blumeninschwaben.de/Zweikeimblaettrige/xKleineFamilien/reseda.htm
Reseda lutea,Resede Gelbe,http://www.blumeninschwaben.de/Zweikeimblaettrige/xKleineFamilien/reseda.htm
Reseda odorata,Resede Garten,http://www.blumeninschwaben.de/Zweikeimblaettrige/xKleineFamilien/reseda.htm
Reseda luteola,Resede Färber,http://www.blumeninschwaben.de/Zweikeimblaettrige/xKleineFamilien/reseda.htm
Rhamnus alpina,Kreuzdorn Alpen,http://www.blumeninschwaben.de/Hauptgruppen/kreuzd_ohne.htm
Rhamnus cathartica,Kreuzdorn Purgier,http://www.blumeninschwaben.de/Hauptgruppen/kreuzd_mit.htm
Rhamnus fallax,Kreuzdorn Krainer,http://www.blumeninschwaben.de/Hauptgruppen/kreuzd_ohne.htm
Rhamnus pumila,Kreuzdorn Zwerg,http://www.blumeninschwaben.de/Hauptgruppen/kreuzd_ohne.htm
Rhamnus saxatilis,Kreuzdorn Felsen,http://www.blumeninschwaben.de/Hauptgruppen/kreuzd_mit.htm
Rhaponticum repens,Federblume Kriechende,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/rhap_rep.htm
Rhaponticum scariosum,Bergscharte Alpen,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/rhap_scar.htm
Rheum officinale,Rhabarber Medizinischer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Knoeterichgewaechse/rheum.htm
Rheum palmatum,Rhabarber Zier,http://www.blumeninschwaben.de/Zweikeimblaettrige/Knoeterichgewaechse/rheum.htm
Rheum rhabarbarum,Rhabarber Gewöhnlicher,http://www.blumeninschwaben.de/Zweikeimblaettrige/Knoeterichgewaechse/rheum.htm
Rheum rhaponticum,Rhabarber Bulgarischer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Knoeterichgewaechse/rheum.htm
Rhinanthus glacialis,Klappertopf Grannen,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rachenbluetler/klapper_kahl.htm
Rhinanthus alectorolophus,Klappertopf Zottiger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rachenbluetler/klapper_behaart.htm
Rhinanthus minor,Klappertopf Kleiner,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rachenbluetler/klapper_kahl.htm
Rhinanthus rhiphaeus,Klappertopf Alpen,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rachenbluetler/klapper_kahl.htm
Rhinanthus rumelicus,Klappertopf Drüsiger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rachenbluetler/klapper_behaart.htm
Rhinanthus serotinus,Klappertopf Großer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rachenbluetler/klapper_kahl.htm
Rhodanthe chrorocephala,Sonnenflügel Rosa,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/Sonnenfluegel.htm
Rhodiola rosea,Rosenwurz Gewöhnliche,http://www.blumeninschwaben.de/Zweikeimblaettrige/Dickblattgewaechse/rosenwurz.htm
Rhododendron catawbiense,Rhododendron Catawba,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/rhodo_eng.htm
Rhododendron ferrugineum,Alpenrose Rostblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/almrausch.htm
Rhododendron groenlandicum,Porst Grönländischer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/porst.htm
Rhododendron hirsutum,Alpenrose Bewimperte,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/almrausch.htm
Rhododendron impeditum,Rhododendron Veilchenblauer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/rhodo_schulfer.htm
Rhododendron keleticum,Rhododendron Zwerg,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/rhodo_schulfer.htm
Rhododendron luteum,Azalee Pontische,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/azaleen.htm
Rhododendron molle,Azalee Chinesische,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/azaleen.htm
Rhododendron tomentosum,Porst Sumpf,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/porst.htm
Rhododendron schlieppenbachii,Azalee Schlippenbachs,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/azaleen.htm
Rhododendron smirnowii,Rhododendron Smirnows,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/rhodo_eng.htm
Rhododendron willamsianum,Rhododendron William's,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/rhodo_eng.htm
Rhododendron yakushimanum,Rhododendron Yakushima,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/rhodo_eng.htm
Rhododendron x obtusum,Azalee Stumpfblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/azaleen.htm
Rhodothamnus chamaecistus,Zwerg- Alpenrose,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/rhodothamnus.htm
Rhus coriaria,Sumach Gewürz,http://www.blumeninschwaben.de/Hauptgruppen/rhus.htm
Rhus typhina,Sumach Kolben,http://www.blumeninschwaben.de/Hauptgruppen/rhus.htm
Rhynchospora alba,Schnabelried Weißes,http://www.blumeninschwaben.de/Einkeimblaettrige/Sauergraeser/rhynchospora.htm
Rhynchospora fusca,Schnabelried Braunes,http://www.blumeninschwaben.de/Einkeimblaettrige/Sauergraeser/rhynchospora.htm
Ribes alpinum,Johannisbeere Alpen,http://www.blumeninschwaben.de/Hauptgruppen/beere_rot.htm
Ribes aureum,Johannisbeere Gold,http://www.blumeninschwaben.de/Hauptgruppen/stachel_ohne_stachel.htm
Ribes nigrum,Johannisbeere Schwarze,http://www.blumeninschwaben.de/Hauptgruppen/beere_schwarz.htm
Ribes niveum,Stachelbeere Schnee,http://www.blumeninschwaben.de/Hauptgruppen/stachel_stachel.htm
Ribes petraeum,Johannisbeere Felsen,http://www.blumeninschwaben.de/Hauptgruppen/beere_rot.htm
Ribes rubrum,Johannisbeere Rote,http://www.blumeninschwaben.de/Hauptgruppen/beere_rot.htm
Ribes sanguineum,Johannisbeere Blut,http://www.blumeninschwaben.de/Hauptgruppen/stachel_ohne_stachel.htm
Ribes spicatum,Johannisbeere Ährige,http://www.blumeninschwaben.de/Hauptgruppen/beere_rot.htm
Ribes uva- crispa,Stachelbeere Europäische ,http://www.blumeninschwaben.de/Hauptgruppen/stachel_stachel.htm
Ribes x nidigrolaria,Jostabeere,http://www.blumeninschwaben.de/Hauptgruppen/beere_schwarz.htm
Ricinus communis,Rizinus,http://www.blumeninschwaben.de/Zweikeimblaettrige/Wolfsmilchgewaechse/ricinus.htm
Robinia hispida,Robinie Borstige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/robinie.htm
Robinia pseudoacacia,Robinie Gewöhnliche,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/robinie.htm
Rodgersia pinnata,Schaublatt Fiederblättriges,http://www.blumeninschwaben.de/Zweikeimblaettrige/Steinbrechgewaechse/rodgersia.htm
Rodgersia podophylla,Schaublatt Maiapfelblättriges,http://www.blumeninschwaben.de/Zweikeimblaettrige/Steinbrechgewaechse/rodgersia.htm
Rodgersia sambucifolia,Schaublatt Holunderblättriges,http://www.blumeninschwaben.de/Zweikeimblaettrige/Steinbrechgewaechse/rodgersia.htm
Rodgersia aesculifolia,Schaublatt Rosskastanienblättriges,http://www.blumeninschwaben.de/Zweikeimblaettrige/Steinbrechgewaechse/rodgersia.htm
Rorippa amphibia,Sumpfkresse Wasser,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/rorippa_schoetchen.htm
Rorippa austriaca,Sumpfkresse Österreichische,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/rorippa_schoetchen.htm
Rorippa islandica,Sumpfkresse Isländische,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/rorippa_schoetchen.htm
Rorippa palustris,Sumpfkresse Gewöhnliche,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/rorippa_schoetchen.htm
Rorippa pyrenaica,Sumpfkresse Pyrenäen,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/rorippa_schoetchen.htm
Rorippa sylvestris,Sumpfkresse Wilde,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/rorippa_schoten.htm
Rorippa x anceps,Sumpfkresse Niederliegende,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/rorippa_schoetchen.htm
Rosa abietina,Rose Tannen,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/ros_filz_drus.htm
Rosa agrestis,Rose Acker,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/weinrosen.htm
Rosa arvensis,Rose Kriechende,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_saule.htm
Rosa balsamica,Rose Stumpfblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/ros_filz_drus.htm
Rosa caesia,Rose Lederblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/corymbifera_agg.htm
Rosa canina,Rose Hunds,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/canina_agg.htm
Rosa carolina,Rose Carolina,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_ohne_s_kahl.htm
Rosa corymbifera,Rose Hecken,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/corymbifera_agg.htm
Rosa dumalis,Rose Vogesen,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/canina_agg.htm
Rosa elliptica,Rose Elliptische,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/weinrosen.htm
Rosa foetida,Rose Fuchs,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_gelb.htm
Rosa gallica,Rose Essig,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_borst.htm
Rosa glauca,Rose Rotblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_glauca.htm
Rosa hugonis,Rose Gold- Chinesische,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_gelb.htm
Rosa inodora,Rose Duftarme,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/weinrosen.htm
Rosa marginata,Rose Raublättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/canina_agg.htm
Rosa majalis,Rose Zimt,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_ohne_s_kahl.htm
Rosa micrantha,Rose Kleinblütige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/weinrosen.htm
Rosa mollis,Rose Weiche,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_villos.htm
Rosa multiflora,Rose Vielblütige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_saule.htm
Rosa pendulina,Rose Alpen,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_ohne_s_kahl.htm
Rosa pseudoscabriuscula,Rose Filz Falsche,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_tome.htm
Rosa rubiginosa,Rose Wein,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/weinrosen.htm
Rosa rugosa,Rose Kartoffel,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_borst.htm
Rosa sherardii,Rose Sherard,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_tome.htm
Rosa spinosissima,Rose Pimpinell,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_borst.htm
Rosa stylosa,Rose Verwachsengrifflige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_saule.htm
Rosa subcanina,Rose Hunds Falsche,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/canina_agg.htm
Rosa subcollina,Rose Hecken Falsche,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/corymbifera_agg.htm
Rosa tomentosa,Rose Filz,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_tome.htm
Rosa villosa,Rose Apfel,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_villos.htm
Rosa virginiana,Rose Virginische,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rosa_ohne_s_kahl.htm
Rosmarinus officinalis,Rosmarin Echter,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/rosmarinus.htm
Rostraria cristata,Büschelgras Echtes,http://www.blumeninschwaben.de/Einkeimblaettrige/Suessgraeser/rostraria.htm
Rubia tinctorum,Färberröte Echte,http://www.blumeninschwaben.de/Zweikeimblaettrige/Roetegewaechse/rubia.htm
Rubus acanthodes,Brombeere Hofmanns,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/micantes_mit_drus.htm
Rubus adspersus,Brombeere Hainbuchenblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/sylvatici_staub_kahl.htm
Rubus albiflorus,Brombeere Weißblütige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/discolores_weiss.htm
Rubus allegheniensis,Brombeere Allegheny,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/ser_allegheniensis.htm
Rubus amiantinus,Brombeere Asbestschimmernde,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/discolores_rosa.htm
Rubus amphimalacus,Haselblattbrombeere Samtblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/subcan_rosa.htm
Rubus anisacanthos,Brombeere Ungleichstachelige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/anisacanthi.htm
Rubus apricus,Brombeere Besonnte,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/hystrix_pfriemlich.htm
Rubus armeniacus,Brombeere Armenische,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/discolores_blatt_beh.htm
Rubus arrhenii,Brombeere Arrhenius,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/staubblatt_kurz.htm
Rubus atrovinosus,Brombeere Schwarzrotdrüsige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/glandulosi.htm
Rubus baruthicus,Haselblattbrombeere Bayreuther,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/subcan_rosa.htm
Rubus bavaricus,Brombeere Bayerische,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/hystrix_horror.htm
Rubus bertramii,Brombeere Bertram,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rubus_kron_klein.htm
Rubus bifrons,Brombeere Zweifarbige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/discolores_rosa.htm
Rubus bregutiensis,Brombeere Bregenzer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/pallidi_3zahl.htm
Rubus caesius,Kratzbeere,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/him_k_lang.htm
Rubus caflischii,Brombeere Caflischs,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/micantes_mit_drus.htm
Rubus calvus,Haselblattbrombeere Kahlköpfige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/subthyrs_rosa.htm
Rubus camptostachys,Haselblattbrombeere Bewimperte,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/subsilvatici.htm
Rubus canadensis,Brombeere Kanadische,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/canadensis.htm
Rubus canaliculatus,Brombeere Rinnige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/faltenblattbrombeeren.htm
Rubus canescens,Brombeere Filz,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/ser_canescens.htm
Rubus caninitergi,Brombeere Hunsrück,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/pallidi_5zahl.htm
Rubus chaerophyllus,Brombeere Frischgrüne,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/micantes_druslos.htm
Rubus chamaemorus,Moltebeere,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/moltebeere.htm
Rubus chlorothyrsos,Brombeere Grünsträußige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/staubblatt_kurz.htm
Rubus cimbricus,Brombeere Cimbrische,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/staubblatt_kurz.htm
Rubus circipanicus,Brombeere Circipanier,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/sylvatici_staub_kahl.htm
Rubus clusii,Brombeere Clusius,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/micantes_mit_drus.htm
Rubus condensatus,Brombeere Gedrängtblütige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/micantes_3teil.htm
Rubus conspicuus,Brombeere Ansehnliche,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/vestiti.htm
Rubus constrictus,Brombeere Zusammengezogene,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/rubus_kron_gross.htm
Rubus dasyphyllus,Brombeere Dickblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rosengewaechse/hystrix_horror.htm
